101325
298.15

2A	-7.547134515
3A	-13.16251467
4A	-21.96207393
1A1D	-13.53458640
1A2D	-17.22738312
1A3D	-20.88061219
1A4D	-19.93162261
2A1D	-32.63380265
2A2D	-48.56452542
2A3D	-55.92529682
2A4D	-60.13410938
3A1D	-44.18823311
3A2D	-64.65735088
3A3D	-83.24752156
3A4D	-93.05059827
4A1D	-51.00661674
4A2D	-75.00375725
4A3D	-95.82680071
4A4D	-115.4291571
2D	4.324143915
3D	6.49787043
4D	5.83908328

